day,open,close
1138,4.710000,4.730000
1139,4.790000,4.770000
1140,4.780000,4.770000
1141,4.770000,4.870000
1142,4.830000,4.800000
1143,4.810000,4.790000
1144,4.770000,4.740000
1145,4.740000,4.700000
1146,4.700000,4.670000
1147,4.680000,4.720000
1148,4.720000,4.690000
1149,4.690000,4.690000
1150,4.710000,4.740000
1151,4.710000,4.640000
1152,4.640000,4.700000
1153,4.690000,4.690000
1154,4.690000,4.730000
1155,4.720000,4.720000
1156,4.750000,4.790000
1157,4.820000,4.810000
1158,4.790000,4.740000
1159,4.740000,4.750000
1160,4.750000,4.780000
1161,4.780000,4.740000
1162,4.740000,4.810000
1163,4.840000,4.910000
1164,4.910000,4.860000
1165,4.860000,4.860000
1166,4.860000,4.870000
1167,4.790000,4.800000
1168,4.840000,4.830000
1169,4.840000,4.770000
1170,4.790000,4.820000
1171,4.820000,4.900000
1172,4.910000,4.840000
1173,4.850000,4.830000
1174,4.810000,4.880000
1175,4.880000,4.890000
1176,4.890000,4.900000
1177,4.910000,4.870000
1178,4.860000,4.820000
1179,4.880000,4.840000
1180,4.830000,4.820000
1181,4.820000,4.750000
1182,4.750000,4.750000
1183,4.760000,4.740000
1184,4.740000,4.810000
1185,4.800000,4.720000
1186,4.720000,4.700000
1187,4.670000,4.720000
1188,4.750000,4.750000
1189,4.760000,4.770000
1190,4.770000,4.720000
1191,4.750000,4.720000
1192,4.720000,4.710000
1193,4.690000,4.660000
1194,4.650000,4.650000
1195,4.660000,4.590000
1196,4.590000,4.530000
1197,4.530000,4.540000
1198,4.610000,4.560000
1199,4.540000,4.580000
1200,4.620000,4.540000
1201,4.520000,4.500000
1202,4.500000,4.460000
1203,4.450000,4.490000
1204,4.550000,4.530000
1205,4.540000,4.540000
1206,4.510000,4.520000
1207,4.520000,4.500000
1208,4.500000,4.530000
1209,4.530000,4.510000
1210,4.510000,4.530000
1211,4.530000,4.540000
1212,4.540000,4.550000
1213,4.550000,4.600000
1214,4.620000,4.590000
1215,4.680000,4.660000
1216,4.690000,4.660000
1217,4.680000,4.630000
1218,4.630000,4.650000
1219,4.700000,4.780000
1220,4.810000,4.810000
1221,4.820000,4.850000
1222,4.860000,4.850000
1223,4.820000,4.850000
1224,4.850000,4.810000
1225,4.820000,4.860000
1226,4.820000,4.900000
1227,4.840000,4.850000
1228,4.800000,4.870000
1229,4.830000,4.980000
1230,4.980000,4.950000
1231,4.950000,4.960000
1232,4.990000,5.040000
1233,5.040000,4.980000
1234,5.000000,5.000000
1235,5.000000,5.000000
1236,4.940000,4.930000
1237,4.910000,4.960000
1238,4.940000,4.990000
1239,4.990000,4.960000
1240,4.970000,4.980000
1241,5.000000,5.000000
1242,4.980000,5.010000
1243,5.000000,5.040000
1244,5.090000,5.070000
1245,5.070000,4.970000
1246,4.980000,5.000000
1247,4.980000,4.970000
1248,4.990000,5.050000
1249,5.000000,4.960000
1250,4.970000,4.940000
1251,4.940000,4.980000
1252,5.000000,5.000000
1253,5.030000,5.040000
1254,5.030000,5.080000
1255,5.100000,5.050000
1256,5.060000,5.090000
1257,5.100000,5.150000
1258,5.150000,5.170000
1259,5.100000,5.130000
1260,5.200000,5.130000
1261,5.160000,5.200000
1262,5.200000,5.060000
1263,5.050000,5.080000
1264,5.090000,5.050000
1265,5.050000,5.000000
1266,4.970000,5.010000
1267,5.020000,4.940000
1268,4.960000,4.990000
1269,5.000000,4.980000
1270,4.970000,4.950000
1271,4.950000,4.980000
1272,4.980000,4.950000
1273,4.910000,4.940000
1274,4.950000,4.960000
1275,4.900000,4.940000
1276,4.940000,4.900000
1277,4.890000,4.910000
1278,4.890000,4.800000
1279,4.780000,4.750000
1280,4.760000,4.790000
1281,4.850000,4.810000
1282,4.800000,4.770000
1283,4.790000,4.700000
1284,4.690000,4.550000
1285,4.550000,4.550000
1286,4.560000,4.620000
1287,4.590000,4.620000
1288,4.620000,4.560000
1289,4.570000,4.600000
1290,4.640000,4.560000
1291,4.560000,4.600000
1292,4.590000,4.590000
1293,4.600000,4.560000
1294,4.550000,4.500000
1295,4.520000,4.510000
1296,4.510000,4.470000
1297,4.480000,4.460000
1298,4.470000,4.470000
1299,4.470000,4.500000
1300,4.500000,4.690000
1301,4.710000,4.620000
1302,4.630000,4.630000
1303,4.650000,4.650000
1304,4.680000,4.670000
1305,4.650000,4.640000
1306,4.640000,4.640000
1307,4.680000,4.660000
1308,4.700000,4.620000
1309,4.630000,4.650000
1310,4.660000,4.660000
1311,4.670000,4.720000
1312,4.750000,4.700000
1313,4.730000,4.710000
1314,4.730000,4.700000
1315,4.710000,4.700000
1316,4.680000,4.730000
1317,4.750000,4.670000
1318,4.700000,4.700000
1319,4.700000,4.730000
1320,4.710000,4.720000
1321,4.720000,4.700000
1322,4.700000,4.810000
1323,4.850000,4.960000
1324,4.980000,4.960000
1325,4.940000,4.890000
1326,4.800000,4.910000
1327,4.870000,4.870000
1328,4.860000,4.810000
1329,4.850000,4.810000
1330,4.850000,4.830000
1331,4.860000,4.890000
